id,resource_type,title,description,start_date,end_date,latitude,longitude,author,evacuated,homeless,injuries,deaths,insured_cost_aud,trains_damaged,trains_destroyed,homes_damaged,homes_destroyed,buildings_damaged,buildings_destroyed,industrial_premises_destroyed,commercial_premises_damaged,commercial_premises_destroyed,bridges_damaged,bridges_destroyed,aircraft_damaged,aircraft_destroyed,motor_vehicles_damaged,motor_vehicles_destroyed,water_vessels_damaged,water_vessels_destroyed,businesses_damaged,businesses_destroyed,farms_damaged,farms_destroyed,crops_destroyed,livestock_destroyed,government_assistance_aud,regions_affected,subjects,source_url,south_australia_affected
621,Disaster Event,Environmental - Heatwave Dec 1938,"In the summer of 1938 - 1939 it is estimated that 438 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.",1938-12-01,1939-02-28,-37.80978394,144.9536133,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,,http://www.emknowledge.gov.au/resource/?id=621,Y
622,Disaster Event,Environmental - Heatwave Dec 1939,"In the summer of 1939 - 1940 it is estimated that 112 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.",1939-12-01,1940-02-28,-23.55391693,148.1561279,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,,http://www.emknowledge.gov.au/resource/?id=622,Y
623,Disaster Event,Environmental - Heatwave Dec 1959,"In the summer of 1959 - 1960 it is estimated that 98 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.",1959-12-01,1960-02-28,-27.47103882,153.0231934,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,,http://www.emknowledge.gov.au/resource/?id=623,Y
624,Disaster Event,Environmental - Heatwave Dec 1972,"In the summer of 1972 - 1973 it is estimated that 99 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.",1972-12-01,1973-02-28,-34.20612335,142.1361389,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,,http://www.emknowledge.gov.au/resource/?id=624,Y
625,Disaster Event,Environmental - Heatwave Dec 1926,"In the summer of 1926 - 1927 it is estimated that 130 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.",1926-12-01,1927-02-28,-33.87330246,151.2070618,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,,http://www.emknowledge.gov.au/resource/?id=625,Y
3121,Disaster Event,Shipwreck - Lialeeta,"Records state that the Lialeeta was either a ketch or wooden two mast schooner that left Adelaide for Melbourne 11 April 1925 and disappeared, believed to have foundered in Bass Strait. Search efforts by sea and air were unsuccessful. Wreckage was found at Port MacDonnell and between the Glenelg River and Green Point near the South Australian and Victorian border. Either five or six lives were lost.",1925-04-11,1925-04-11,-38.10970688,140.7087708,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=3121,Y
3315,Disaster Event,Environmental - The Big Dry,"The Big Dry was a period of drought that commenced in 1996, worsening in 2002 and 2007 with Australia finally being declared drought free in April 2012.  Southern areas of Victoria and South Australia and north-eastern area of Tasmania starting experiencing periods of rainfall deficiency in 1996. Conditions improved temporarily in these states by around 1999-2000 when the south-west of Western Australia and southern Queensland commenced experiencing rainfall deficiencies.  By August 2002 severe rainfall deficiencies developed across much of eastern Australia following poor autumn and early winter rains. Parts of south-west Western Australia were deficient in growing season rainfall for the third successive year. All states were affected. January 2003 was one of the driest months on record. Most of Queensland, New South Wales, Victoria and parts of Northern Territory, South Australia and Western Australia were affected. In February, Queensland and New South Wales received some relieving rainfall; however June rains were still well below average.  In January 2004 the Bureau of Meteorology announced 18 month rainfall deficiencies in part of eastern and northern Australia. This made it to 23 months by June. In general the south-east areas of Australia received below average rainfall for most of the last eight year period. Good rains in November removed or decreased rainfall deficiencies over many areas, with some deficiencies persisting in southern parts of Western Australia and central Queensland.  The year 2005 saw rainfall deficiencies in South Australia, New South Wales, Victoria and Tasmania. Victoria and South Australia had the driest autumn on record. Good rains in October and November improved conditions in Queensland. In the years 2006-2007, Australia experienced an El Nino event. June 2006 saw poor to record low autumn rains for the sixth year in south-eastern Australia. A distinct turn for the worse occurred in August when near total failure of late winter and spring rains occurred. In June 2007 some easing of severe drought conditions had occurred from autumn rains in New South Wales, north-west Victoria, Tasmania, southern parts of South Australia. Some areas of east Queensland, southern Victoria (near Melbourne) and west Western Australia missed out. May 2008 was the driest May on record and rainfall deficiencies were evident for a 12 month period in eastern South Australia, southern Northern Territory and parts of Victoria and Western Australia.  November 2008 rainfall was above to very much above average over much of Australia. The rain largely cleared short-term rainfall deficiencies, especially in the Northern Territory, South Australia and Western Australia; however, average to below average falls in western Victoria and south-eastern South Australia maintained deficiencies in these areas.  The autumn of 2010 was the first autumn with above average rainfall since 2000 in Victoria and the Murray Darling Basin. Serious to severe rainfall deficiency continued in the western area of Western Australia, some shortfall in southern Tasmania and north-eastern New South Wales. Due to excessively dry soils significant rain was required to alleviate the shortage of water across the country resulting from prolonged drought conditions.  December 2010 saw Australia record the wettest spring for the months of September to November with an average of 163 mm of rain beating the previous record by 23 mm. The widespread above average rainfall again missed the south-west corner of Western Australia which experienced a record dry year. Northern and eastern parts of the country continued to receive above to very much above average rainfall, with Queensland, New South Wales and the Northern Territory all recording their wettest spring on record. All states recorded above average rainfall for spring, with all states except Tasmania recording totals placing them in their ten wettest springs on record.  Despite the above average rainfall by mid-2010 water storages had still not returned to pre-drought levels. Irrigated industries such as the Murray-Darling Basin were particularly affected where water storage levels fell to 17 per cent of capacity in 2003 and remained below pre-drought levels until late 2011.  By mid-2010 the Australian Government had paid approximately $4.4 billion in direct drought assistance to affected farmers.  The Federal Government declared Australia drought-free for the first time in more than ten years in April 2012.",1996-01-01,2012-04-01,-28.61345863,148.8867188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Australian Capital Territory;Victoria;South Australia;Western Australia;Outside Australia;Northern Territory;Tasmania,,http://www.emknowledge.gov.au/resource/?id=3315,Y
3415,Disaster Event,Epidemic - Listeria Outbreak,"In late December to early February 2013 an outbreak of listeria caused three deaths and infected 26 people across Australia. The first case was identified before Christmas.  The symptoms of listeria include fever, headache, fatigue, aches and pains in most people. However, if a person is suffering from severe illness or a compromised immune system the effects can be fatal.  All reported cases were linked to a particular company’s soft cheese. Acting Chief Health Officer found that the company’s food processing, hygiene and monitoring practices were satisfactory and not the cause of outbreak. The company implemented a nationwide recall of all of its products and voluntarily introduced stricter product testing and quality control measures.  A coronial inquest into the deaths is expected and further information will be provided at a later date.",2012-12-25,2013-02-12,-33.84030151,151.2078094,,,,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Australian Capital Territory;Victoria;South Australia;Western Australia;Northern Territory;Tasmania,,http://www.emknowledge.gov.au/resource/?id=3415,Y
4166,Disaster Event,Flood - Gawler River 2005,"On 8 November 2005, the Gawler River burst its banks and spilled out onto the Adelaide Plains, destroying millions of dollars worth of homes, crops, greenhouses and machinery. South Australia’s State Government estimated more than 1,500 hectares were flooded, creating a bill of approximately $40 million.  More than 300 almond, grape, olive, herb, potato and onion growers were affected. Many of the growers who were long-term residents of the region, commented that they had never seen a flood this size before.   ",2005-11-08,2005-11-08,-34.64535522,138.5066986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=4166,Y
4212,Disaster Event,Envionmental - National Heatwave,"From late December 2012 to early January 2013, Australia experienced a nationwide heatwave. Temperatures peaked throughout Australia, forcing the Bureau of Meteorology to add new colours (deep purple and pink) to its weather forecasting chart to record temperatures above 50°C.  Australia’s first six days of 2013 were among the hottest 20 days on record in terms of average maximums. The heatwave developed over a large region stretching from northern Victoria and inland New South Wales to central-west Queensland, across to north-western Western Australia and down to the Nullarbor coast.The national average maximum across Australia on 7 January was 40.33 °C, beating the previous record set in 1972 by 0.16°C.  In Perth, temperatures exceeded 37°C for seven consecutive days. This heatwave caused 20 people to be hospitalised between the period 27 December and 3 January. St John Ambulance reported a doubling in call-outs for heatstroke, dehydration and burns from the previous week. On New Year’s Eve, Western Australia recorded 42.1 °C, 13 °C above the December average. The state's average temperature for the last week of 2012 averaged a maximum of 39.3 °C, making it the hottest week in 80 years. Records were broken in Alice Springs, with temperatures over 40 °C for 17 days in a row and Oodnadatta, where temperatures exceeded 45 °C for seven consecutive days.  On 17, January Sydney endured its hottest day ever, with a record temperature of 45.8 °C. The Ambulance Service of New South Wales reported that more than 220 people had been treated for heat exposure or fainting. The heatwave stranded thousands of commuters, with dozens of trains delayed as steel wires buckled and a hose used to run a key signalling system melted. On the central coast, the heat caused an overhead wire to buckle onto a train at approximately 1.30 pm, trapping about 250 passengers for half an hour.  There was a noted increase in nationwide hospital admissions for kidney disease, acute renal failure and heart attacks across this period. The Bureau of Meteorology stated the heatwave was an exceptional event.",2012-12-27,2013-01-19,-25.24469566,133.59375,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Victoria;South Australia;Western Australia,,http://www.emknowledge.gov.au/resource/?id=4212,Y
4534,Disaster Event,Shipwreck - John Ormerod,"The John Ormerod was an English built schooner that was carrying flour from Adelaide to Sydney when it encountered a storm on 21 October 1861. Six of the crew died when they were swept overboard, while the remaining crew were rescued the following day after the wreck drifted towards a lighthouse. The unsalvageable vessel was eventually discovered near the Glenelg River.   ",1861-21-10,1861-21-10,-38.0618782,140.6661987,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=4534,Y
4535,Disaster Event,Shipwreck - Postboy,"Postboy was a schooner carrying bark and stone ballast from Port Adelaide to Port MacDonnell, when it capsized during a sudden storm on 15 December 1876. Six people died and one crewman was rescued by a passing yacht. Postboy was salvaged in January 1877 and refloated the following March.",1876-15-12,1876-15-12,-34.9715004,138.5121918,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=4535,Y
4960,Disaster Event,"Environmental - Heatwave, South-Eastern Australia, 2014","In the second week of January 2014, the extreme heat in Western Australia that saw record breaking temperatures of up to 48 °C, moved eastwards into South Australia and Victoria.  It was the first heatwave to be classified under the Bureau of Meteorology’s new modelling system of Heatwave, Severe Heatwave and Extreme Heatwave.  During the next two weeks, both states experienced the numerous effects of extreme heat. In South Australia, 13-17 January recorded the first ever five-day period above 42 °C, the hottest maximum five-day average temperature of 43.6 °C and on 16 January, Adelaide was the hottest city in the world, at 46 °C. In the same period, Victoria recorded its first ever four-day period above 41°C and its hottest four-day average maximum temperature at 43.1 °C.  The Bureau of Meteorology released a Special Climate Statement for the period from 13 to 18 January and stated that the heatwave was more notable for persistent heat than individual extreme hot days.  Heat-related power outages affected approximately 35,000 people in Victoria during the evening of 14 January, while about 5000 South Australian residents were temporarily without electricity.  The heatwave resulted in 275 people being admitted to South Australian hospitals for heat-related conditions. In Victoria, 505 people were treated by Ambulance Victoria for heat exhaustion, and 208 people were treated for cardiac arrest, at one time cardiac arrest calls being received every six minutes. More than 1000 spectators required treatment for heat exhaustion at the Australian Open, which was held from 13 to 26 January. The Victorian Institute of Forensic Medicine recorded 139 deaths in excess of the average expected between 13 and 23 January.  On 21 January, 80 cows died due to heat stress in Victoria’s Gippsland region. More than 90 flying foxes were found dead in Adelaide’s Botanic Park, following the death of 100,000 bats in a Queensland heatwave during the first week of January.  Other states affected by the 13 to 18 January heatwave were the western half of Tasmania and around and to the west of the New South Wales Snowy Mountain region.  More information will be provided as it becomes available.",2014-01-11,2014-01-21,-33.28461838,140.9765625,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,80,,Queensland;New South Wales;Victoria;South Australia;Western Australia;Tasmania,,http://www.emknowledge.gov.au/resource/?id=4960,Y
